TweetId,Timestamp,Source,Text,Name,Stage,Gender,RetweetCount,FavoriteCount,ImgNum,Rating,RatingCategory,Breed,Confidence,TweetDay
889880896479866881,2017-07-25,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Bruno,Not Identified,M,4136.0,24447.0,1.0,1.3,High,French_bulldog,0.377417,Tue
889665388333682689,2017-07-25,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,none,puppo,M,8293.0,41823.0,1.0,1.3,High,Pembroke,0.966327,Tue
889638837579907072,2017-07-25,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Ted,Not Identified,M,3695.0,23533.0,1.0,1.2,Above Average,French_bulldog,0.99165,Tue
889531135344209921,2017-07-24,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Stuart,puppo,M,1873.0,13296.0,1.0,1.3,High,golden_retriever,0.953442,Mon
889278841981685760,2017-07-24,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,Not Identified,,4414.0,21999.0,1.0,1.3,High,whippet,0.626152,Mon
888917238123831296,2017-07-23,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,Not Identified,M,3739.0,25499.0,1.0,1.2,Above Average,golden_retriever,0.714719,Sun
888804989199671297,2017-07-22,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,Not Identified,M,3508.0,22345.0,1.0,1.3,High,golden_retriever,0.46976,Sat
888554962724278272,2017-07-22,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,Not Identified,M,2859.0,17235.0,3.0,1.3,High,Siberian_husky,0.700377,Sat
888202515573088257,2017-07-21,Twitter for iPhone,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,Not Identified,F,,,2.0,1.3,High,Pembroke,0.809197,Fri
888078434458587136,2017-07-20,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,Not Identified,M,2881.0,19068.0,1.0,1.2,Above Average,French_bulldog,0.995026,Thu
887705289381826560,2017-07-19,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,Not Identified,M,4513.0,26489.0,1.0,1.3,High,basset,0.821664,Wed
887473957103951883,2017-07-19,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,Not Identified,F,14940.0,59899.0,2.0,1.3,High,Pembroke,0.809197,Wed
887343217045368832,2017-07-18,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,none,Not Identified,,8766.0,29458.0,1.0,1.3,High,Mexican_hairless,0.330741,Tue
887101392804085760,2017-07-18,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,none,floofer,,4965.0,26864.0,1.0,1.2,Above Average,Samoyed,0.733942,Tue
886983233522544640,2017-07-17,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,Not Identified,F,6280.0,30204.0,2.0,1.3,High,Chihuahua,0.793469,Mon
886736880519319552,2017-07-16,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,Not Identified,M,2609.0,10448.0,1.0,1.3,High,kuvasz,0.309706,Sun
886366144734445568,2017-07-15,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,,2609.0,18454.0,1.0,1.2,Above Average,French_bulldog,0.999201,Sat
886258384151887873,2017-07-15,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,Not Identified,,5244.0,24414.0,1.0,1.3,High,pug,0.943575,Sat
885984800019947520,2017-07-14,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,Not Identified,M,5585.0,28466.0,1.0,1.2,Above Average,Blenheim_spaniel,0.972494,Fri
885528943205470208,2017-07-13,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,Not Identified,F,5303.0,31434.0,1.0,1.3,High,pug,0.369275,Thu
885311592912609280,2017-07-13,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Lilly,Not Identified,F,15343.0,0.0,1.0,1.3,High,Labrador_retriever,0.908703,Thu
885167619883638784,2017-07-12,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,none,Not Identified,M,3649.0,19159.0,4.0,1.3,High,malamute,0.8124819999999999,Wed
884925521741709313,2017-07-12,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,Not Identified,M,14924.0,66804.0,1.0,1.2,Above Average,Italian_greyhound,0.259916,Wed
884876753390489601,2017-07-11,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,Not Identified,,4634.0,24254.0,1.0,1.3,High,chow,0.822103,Tue
884562892145688576,2017-07-11,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,Not Identified,M,3891.0,21212.0,1.0,1.3,High,pug,0.5464060000000001,Tue
884441805382717440,2017-07-10,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",none,Not Identified,,4772.0,23762.0,1.0,1.4,High,Pembroke,0.993225,Mon
884162670584377345,2017-07-09,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,M,2493.0,17860.0,1.0,1.2,Above Average,German_shepherd,0.707046,Sun
883838122936631299,2017-07-09,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,Not Identified,M,2847.0,19064.0,1.0,1.2,Above Average,Doberman,0.610946,Sun
883482846933004288,2017-07-08,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,Not Identified,F,8211.0,40002.0,1.0,0.5,Low,golden_retriever,0.943082,Sat
883360690899218434,2017-07-07,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,M,3060.0,19847.0,1.0,1.3,High,chow,0.987997,Fri
883117836046086144,2017-07-07,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",none,Not Identified,,5506.0,32338.0,2.0,1.3,High,golden_retriever,0.949562,Fri
882992080364220416,2017-07-06,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,Not Identified,M,3225.0,20881.0,1.0,1.3,High,Eskimo_dog,0.4667779999999999,Thu
882762694511734784,2017-07-06,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,M,4071.0,24661.0,1.0,1.2,Above Average,Labrador_retriever,0.85005,Thu
882627270321602560,2017-07-05,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,Not Identified,M,5036.0,24501.0,1.0,1.3,High,Pembroke,0.542982,Wed
882268110199369728,2017-07-04,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,Not Identified,,9569.0,38974.0,1.0,1.3,High,golden_retriever,0.762211,Tue
882045870035918850,2017-07-04,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,Not Identified,M,4061.0,25592.0,1.0,1.3,High,golden_retriever,0.00694063,Tue
881906580714921986,2017-07-03,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,floofer,M,2836.0,21347.0,1.0,1.2,Above Average,Weimaraner,0.291539,Mon
881666595344535552,2017-07-03,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,pupper,M,8902.0,44312.0,1.0,1.3,High,Saluki,0.529012,Mon
881536004380872706,2017-07-02,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",none,pupper,M,13331.0,43210.0,1.0,1.4,High,Samoyed,0.281463,Sun
880872448815771648,2017-06-30,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,none,Not Identified,,3189.0,18604.0,1.0,1.2,Above Average,Pembroke,0.791416,Fri
880465832366813184,2017-06-29,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,Not Identified,F,5185.0,24898.0,1.0,1.2,Above Average,golden_retriever,0.913255,Thu
880221127280381952,2017-06-29,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,Not Identified,M,3443.0,23547.0,1.0,1.2,Above Average,Chihuahua,0.238525,Thu
880095782870896641,2017-06-28,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,none,Not Identified,,3633.0,24207.0,1.0,1.1,Below Average,miniature_pinscher,0.120298,Wed
879862464715927552,2017-06-28,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,Not Identified,M,2912.0,19615.0,3.0,1.3,High,basset,0.813507,Wed
879492040517615616,2017-06-27,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,Not Identified,M,2617.0,20599.0,1.0,1.2,Above Average,German_short-haired_pointer,0.479896,Tue
879415818425184262,2017-06-26,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,Not Identified,M,37212.0,92377.0,1.0,1.3,High,English_springer,0.383404,Mon
879376492567855104,2017-06-26,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,Not Identified,,2632.0,14781.0,1.0,1.2,Above Average,Labrador_retriever,0.0334961,Mon
879008229531029506,2017-06-25,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,Not Identified,M,2230.0,16698.0,1.0,1.3,High,vizsla,0.960513,Sun
878776093423087618,2017-06-25,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,puppo,M,3414.0,17073.0,2.0,1.3,High,Italian_greyhound,0.734684,Sun
878281511006478336,2017-06-23,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,Not Identified,M,1066.0,6745.0,1.0,1.3,High,basset,0.32042,Fri
878057613040115712,2017-06-23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,Not Identified,F,5704.0,36972.0,1.0,1.4,High,French_bulldog,0.839097,Fri
877736472329191424,2017-06-22,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,Not Identified,F,15711.0,68954.0,2.0,1.3,High,Chesapeake_Bay_retriever,0.8379559999999999,Thu
877611172832227328,2017-06-21,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,none,pupper,,70.0,0.0,1.0,1.4,High,Irish_setter,0.3647289999999999,Wed
877556246731214848,2017-06-21,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,Not Identified,F,3147.0,19808.0,1.0,1.2,Above Average,basset,0.995368,Wed
877316821321428993,2017-06-21,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,Not Identified,,4318.0,24026.0,1.0,1.3,High,Saluki,0.5099670000000001,Wed
877201837425926144,2017-06-20,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,Not Identified,M,4599.0,23753.0,1.0,1.2,Above Average,Pembroke,0.93112,Tue
876838120628539392,2017-06-19,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,F,2792.0,18131.0,1.0,1.2,Above Average,bloodhound,0.575751,Mon
876484053909872640,2017-06-18,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,Not Identified,M,1987.0,16490.0,1.0,1.3,High,golden_retriever,0.874566,Sun
876120275196170240,2017-06-17,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,puppo,F,3885.0,24568.0,1.0,1.3,High,Bernese_mountain_dog,0.534327,Sat
875747767867523072,2017-06-16,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,Not Identified,M,3562.0,21998.0,1.0,1.3,High,Labrador_retriever,0.799551,Fri
875144289856114688,2017-06-15,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,Not Identified,,4130.0,19329.0,1.0,1.3,High,Siberian_husky,0.245048,Thu
875021211251597312,2017-06-14,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,none,Not Identified,,3951.0,22462.0,2.0,1.2,Above Average,West_Highland_white_terrier,0.7143189999999999,Wed
874680097055178752,2017-06-13,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,Not Identified,M,3902.0,24490.0,1.0,1.2,Above Average,Labrador_retriever,0.836052,Tue
874296783580663808,2017-06-12,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,pupper,M,3464.0,22849.0,1.0,1.3,High,cocker_spaniel,0.437216,Mon
874057562936811520,2017-06-12,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",none,Not Identified,,3364.0,20031.0,1.0,1.2,Above Average,flat-coated_retriever,0.8321770000000001,Mon
874012996292530176,2017-06-11,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,puppo,M,8539.0,29991.0,2.0,1.3,High,Cardigan,0.806674,Sun
873697596434513921,2017-06-11,Twitter for iPhone,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,Not Identified,M,,,1.0,1.4,High,French_bulldog,0.0999839,Sun
873580283840344065,2017-06-10,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",none,Not Identified,,3332.0,21289.0,1.0,1.3,High,Newfoundland,0.678537,Sat
873213775632977920,2017-06-09,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,pupper,M,1324.0,6296.0,1.0,1.2,Above Average,vizsla,0.6197819999999999,Fri
872967104147763200,2017-06-09,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,none,doggo,M,4542.0,23951.0,2.0,1.2,Above Average,Labrador_retriever,0.476913,Fri
872820683541237760,2017-06-08,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",none,Not Identified,M,3156.0,13007.0,3.0,1.3,High,pug,0.99912,Thu
872620804844003328,2017-06-08,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,Not Identified,F,3055.0,18249.0,1.0,1.3,High,cocker_spaniel,0.513191,Thu
872486979161796608,2017-06-07,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,none,Not Identified,,7678.0,35945.0,1.0,1.2,Above Average,Pembroke,0.931861,Wed
872261713294495745,2017-06-07,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Harry,Not Identified,,,,2.0,1.3,High,Labrador_retriever,0.972019,Wed
872122724285648897,2017-06-06,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,Not Identified,M,6792.0,30077.0,1.0,1.2,Above Average,pug,0.0667363,Tue
871879754684805121,2017-06-06,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Lassie,puppo,F,9196.0,32923.0,1.0,1.3,High,Shetland_sheepdog,0.969171,Tue
871762521631449091,2017-06-05,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Rover,pupper,,2950.0,17795.0,2.0,1.2,Above Average,Labrador_retriever,0.921393,Mon
871515927908634625,2017-06-04,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,doggo,M,2923.0,17825.0,2.0,1.2,Above Average,komondor,0.974781,Sun
871032628920680449,2017-06-03,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,Not Identified,M,3212.0,20070.0,1.0,1.3,High,kelpie,0.398053,Sat
870656317836468226,2017-06-02,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Cody,Not Identified,M,2189.0,10834.0,4.0,1.3,High,Pembroke,0.945495,Fri
870374049280663552,2017-06-01,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,Not Identified,F,22632.0,73630.0,1.0,1.3,High,golden_retriever,0.841001,Thu
870308999962521604,2017-06-01,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,Not Identified,,3529.0,19404.0,2.0,1.3,High,Greater_Swiss_Mountain_dog,0.6227520000000001,Thu
869772420881756160,2017-05-31,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,Not Identified,M,8652.0,37832.0,1.0,1.3,High,Pembroke,0.980148,Wed
869702957897576449,2017-05-30,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Stanley,Not Identified,M,5357.0,24929.0,1.0,1.3,High,Pembroke,0.993449,Tue
869596645499047938,2017-05-30,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,doggo,M,2624.0,14126.0,1.0,1.2,Above Average,Chihuahua,0.955156,Tue
869227993411051520,2017-05-29,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,Not Identified,,3179.0,18057.0,1.0,1.3,High,Pembroke,0.664181,Mon
868880397819494401,2017-05-28,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,Not Identified,M,12184.0,57686.0,1.0,1.4,High,French_bulldog,0.0999839,Sun
868622495443632128,2017-05-28,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,none,Not Identified,M,4438.0,23540.0,1.0,1.3,High,Labrador_retriever,0.868107,Sun
868552278524837888,2017-05-27,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Cooper,Not Identified,,1736.0,8921.0,1.0,1.2,Above Average,whippet,0.378151,Sat
867900495410671616,2017-05-26,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",none,Not Identified,,3552.0,21480.0,1.0,1.2,Above Average,Labrador_retriever,0.522644,Fri
